Order ID,Date,Item Name,Item Type,Item_Price,Quantity,Revenue,Transaction_Type,Received_by,Time_of_sale,Month,Day
601,"Tuesday, November 1, 2022",Aalopuri,Fastfood,20,12,240,Online,Mr.,Morning,Nov,Tue
606,"Saturday, April 9, 2022",Cold coffee,Beverages,40,6,240,Cash,Mrs.,Night,Apr,Sat
620,"Wednesday, September 14, 2022",Panipuri,Fastfood,20,12,240,Online,Mrs.,Evening,Sep,Wed
658,"Monday, October 10, 2022",Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Afternoon,Oct,Mon
709,"Wednesday, February 22, 2023",Cold coffee,Beverages,40,6,240,Cash,Mr.,Morning,Feb,Wed
721,"Saturday, August 13, 2022",Panipuri,Fastfood,20,12,240,Cash,Mr.,Afternoon,Aug,Sat
738,"Wednesday, March 1, 2023",Sandwich,Fastfood,60,4,240,Online,Mrs.,Morning,Mar,Wed
755,"Monday, January 2, 2023",Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Night,Jan,Mon
762,"Saturday, April 9, 2022",Vadapav,Fastfood,20,12,240,Online,Mrs.,Midnight,Apr,Sat
817,"Saturday, May 21, 2022",Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Evening,May,Sat
821,"Sunday, July 24, 2022",Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Midnight,Jul,Sun
822,"Friday, June 17, 2022",Panipuri,Fastfood,20,12,240,Online,Mr.,Morning,Jun,Fri
829,"Monday, September 19, 2022",Cold coffee,Beverages,40,6,240,Cash,Mr.,Night,Sep,Mon
845,"Friday, July 1, 2022",Cold coffee,Beverages,40,6,240,Online,Mrs.,Evening,Jul,Fri
884,"Wednesday, March 1, 2023",Vadapav,Fastfood,20,12,240,Online,Mr.,Night,Mar,Wed
927,"Friday, December 2, 2022",Cold coffee,Beverages,40,6,240,Cash,Mrs.,Evening,Dec,Fri
7,"Tuesday, May 3, 2022",Sugarcane juice,Beverages,25,9,225,Cash,Mr.,Evening,May,Tue
29,"Friday, February 10, 2023",Sugarcane juice,Beverages,25,9,225,Online,Mr.,Afternoon,Feb,Fri
298,"Tuesday, July 19, 2022",Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Afternoon,Jul,Tue
424,"Thursday, April 21, 2022",Sugarcane juice,Beverages,25,9,225,Online,Mrs.,Midnight,Apr,Thu
478,"Tuesday, December 27, 2022",Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Afternoon,Dec,Tue
542,"Thursday, August 4, 2022",Sugarcane juice,Beverages,25,9,225,Cash,Mr.,Evening,Aug,Thu
593,"Thursday, February 16, 2023",Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Evening,Feb,Thu
629,"Friday, January 20, 2023",Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Evening,Jan,Fri
900,"Wednesday, December 7, 2022",Sugarcane juice,Beverages,25,9,225,Online,Mr.,Afternoon,Dec,Wed
17,"Sunday, October 16, 2022",Panipuri,Fastfood,20,11,220,Cash,Mrs.,Morning,Oct,Sun
19,"Monday, August 22, 2022",Panipuri,Fastfood,20,11,220,Cash,Mrs.,Night,Aug,Mon
56,"Wednesday, November 23, 2022",Panipuri,Fastfood,20,11,220,Cash,Mrs.,Midnight,Nov,Wed
100,"Sunday, May 8, 2022",Panipuri,Fastfood,20,11,220,Cash,Mr.,Morning,May,Sun
126,"Friday, April 8, 2022",Panipuri,Fastfood,20,11,220,Online,Mrs.,Night,Apr,Fri
128,"Sunday, August 7, 2022",Vadapav,Fastfood,20,11,220,Online,Mr.,Midnight,Aug,Sun
162,"Saturday, May 7, 2022",Aalopuri,Fastfood,20,11,220,Cash,Mr.,Midnight,May,Sat
171,"Thursday, March 2, 2023",Vadapav,Fastfood,20,11,220,Cash,Mrs.,Midnight,Mar,Thu
177,"Thursday, July 21, 2022",Panipuri,Fastfood,20,11,220,Online,Mrs.,Morning,Jul,Thu
467,"Monday, October 17, 2022",Aalopuri,Fastfood,20,11,220,Online,Mr.,Morning,Oct,Mon
509,"Wednesday, October 26, 2022",Vadapav,Fastfood,20,11,220,Online,Mr.,Evening,Oct,Wed
520,"Sunday, April 3, 2022",Panipuri,Fastfood,20,11,220,Online,Mrs.,Night,Apr,Sun
585,"Sunday, March 5, 2023",Vadapav,Fastfood,20,11,220,Cash,Mrs.,Morning,Mar,Sun
735,"Wednesday, August 10, 2022",Panipuri,Fastfood,20,11,220,Cash,Mr.,Morning,Aug,Wed
739,"Monday, June 6, 2022",Aalopuri,Fastfood,20,11,220,Online,Mr.,Night,Jun,Mon
749,"Wednesday, August 31, 2022",Vadapav,Fastfood,20,11,220,Cash,Mr.,Morning,Aug,Wed
823,"Monday, February 13, 2023",Panipuri,Fastfood,20,11,220,Online,Mr.,Midnight,Feb,Mon
847,"Sunday, August 14, 2022",Panipuri,Fastfood,20,11,220,Online,Mr.,Midnight,Aug,Sun
856,"Wednesday, May 4, 2022",Aalopuri,Fastfood,20,11,220,Cash,Mrs.,Night,May,Wed
947,"Tuesday, August 16, 2022",Aalopuri,Fastfood,20,11,220,Online,Mr.,Night,Aug,Tue
951,"Friday, November 11, 2022",Panipuri,Fastfood,20,11,220,Cash,Mrs.,Afternoon,Nov,Fri
966,"Sunday, March 19, 2023",Panipuri,Fastfood,20,11,220,Online,Mrs.,Morning,Mar,Sun
5,"Sunday, October 2, 2022",Sugarcane juice,Beverages,25,8,200,Online,Mr.,Evening,Oct,Sun
6,"Monday, November 14, 2022",Vadapav,Fastfood,20,10,200,Cash,Mr.,Evening,Nov,Mon
14,"Friday, November 25, 2022",Frankie,Fastfood,50,4,200,Online,Mr.,Morning,Nov,Fri
18,"Saturday, November 5, 2022",Panipuri,Fastfood,20,10,200,Cash,Mrs.,Night,Nov,Sat
49,"Sunday, November 6, 2022",Frankie,Fastfood,50,4,200,Online,Mrs.,Morning,Nov,Sun
95,"Thursday, May 12, 2022",Sugarcane juice,Beverages,25,8,200,Online,Mr.,Night,May,Thu
114,"Sunday, August 14, 2022",Aalopuri,Fastfood,20,10,200,Online,Mr.,Afternoon,Aug,Sun
119,"Thursday, May 12, 2022",Panipuri,Fastfood,20,10,200,Cash,Mr.,Evening,May,Thu
144,"Thursday, November 17, 2022",Panipuri,Fastfood,20,10,200,Cash,Mrs.,Evening,Nov,Thu
146,"Friday, October 28, 2022",Frankie,Fastfood,50,4,200,Cash,Mrs.,Afternoon,Oct,Fri
160,"Saturday, July 23, 2022",Vadapav,Fastfood,20,10,200,Online,Mr.,Night,Jul,Sat
197,"Tuesday, November 8, 2022",Panipuri,Fastfood,20,10,200,Cash,Mrs.,Midnight,Nov,Tue
227,"Thursday, November 17, 2022",Cold coffee,Beverages,40,5,200,Cash,Mrs.,Afternoon,Nov,Thu
234,"Wednesday, July 27, 2022",Panipuri,Fastfood,20,10,200,Cash,Mr.,Midnight,Jul,Wed
239,"Sunday, December 4, 2022",Frankie,Fastfood,50,4,200,Online,Mr.,Evening,Dec,Sun
246,"Wednesday, November 16, 2022",Vadapav,Fastfood,20,10,200,Cash,Mr.,Afternoon,Nov,Wed
316,"Wednesday, November 2, 2022",Frankie,Fastfood,50,4,200,Online,Mr.,Morning,Nov,Wed
318,"Wednesday, December 21, 2022",Aalopuri,Fastfood,20,10,200,Online,Mrs.,Midnight,Dec,Wed
365,"Friday, July 8, 2022",Panipuri,Fastfood,20,10,200,Online,Mr.,Night,Jul,Fri
401,"Tuesday, October 11, 2022",Sugarcane juice,Beverages,25,8,200,Online,Mrs.,Midnight,Oct,Tue
413,"Sunday, April 3, 2022",Aalopuri,Fastfood,20,10,200,Online,Mrs.,Midnight,Apr,Sun
428,"Saturday, December 24, 2022",Sugarcane juice,Beverages,25,8,200,Online,Mr.,Afternoon,Dec,Sat
438,"Monday, June 20, 2022",Cold coffee,Beverages,40,5,200,Online,Mr.,Morning,Jun,Mon
444,"Wednesday, September 28, 2022",Frankie,Fastfood,50,4,200,Cash,Mr.,Evening,Sep,Wed
449,"Friday, September 9, 2022",Frankie,Fastfood,50,4,200,Cash,Mr.,Afternoon,Sep,Fri
458,"Monday, September 12, 2022",Sugarcane juice,Beverages,25,8,200,Cash,Mrs.,Midnight,Sep,Mon
472,"Wednesday, January 11, 2023",Panipuri,Fastfood,20,10,200,Cash,Mr.,Midnight,Jan,Wed
476,"Thursday, February 2, 2023",Aalopuri,Fastfood,20,10,200,Cash,Mr.,Morning,Feb,Thu
484,"Tuesday, March 21, 2023",Cold coffee,Beverages,40,5,200,Cash,Mrs.,Afternoon,Mar,Tue
505,"Sunday, February 12, 2023",Frankie,Fastfood,50,4,200,Cash,Mr.,Night,Feb,Sun
513,"Saturday, July 16, 2022",Cold coffee,Beverages,40,5,200,Cash,Mrs.,Night,Jul,Sat
559,"Wednesday, August 31, 2022",Cold coffee,Beverages,40,5,200,Online,Mrs.,Night,Aug,Wed
562,"Tuesday, August 9, 2022",Frankie,Fastfood,50,4,200,Cash,Mr.,Afternoon,Aug,Tue
580,"Friday, July 1, 2022",Panipuri,Fastfood,20,10,200,Online,Mr.,Night,Jul,Fri
587,"Saturday, April 9, 2022",Aalopuri,Fastfood,20,10,200,Cash,Mrs.,Night,Apr,Sat
589,"Thursday, August 25, 2022",Cold coffee,Beverages,40,5,200,Cash,Mr.,Night,Aug,Thu
597,"Wednesday, November 30, 2022",Panipuri,Fastfood,20,10,200,Online,Mr.,Midnight,Nov,Wed
602,"Saturday, August 27, 2022",Aalopuri,Fastfood,20,10,200,Cash,Mr.,Night,Aug,Sat
603,"Wednesday, August 31, 2022",Vadapav,Fastfood,20,10,200,Cash,Mrs.,Afternoon,Aug,Wed
686,"Friday, November 25, 2022",Cold coffee,Beverages,40,5,200,Cash,Mr.,Afternoon,Nov,Fri
687,"Sunday, December 18, 2022",Vadapav,Fastfood,20,10,200,Cash,Mrs.,Midnight,Dec,Sun
695,"Wednesday, August 24, 2022",Panipuri,Fastfood,20,10,200,Online,Mrs.,Midnight,Aug,Wed
698,"Saturday, November 26, 2022",Panipuri,Fastfood,20,10,200,Online,Mr.,Night,Nov,Sat
703,"Tuesday, November 1, 2022",Panipuri,Fastfood,20,10,200,Online,Mrs.,Afternoon,Nov,Tue
781,"Friday, May 27, 2022",Aalopuri,Fastfood,20,10,200,Online,Mr.,Midnight,May,Fri
809,"Monday, December 12, 2022",Panipuri,Fastfood,20,10,200,Online,Mr.,Evening,Dec,Mon
813,"Thursday, October 13, 2022",Panipuri,Fastfood,20,10,200,Online,Mr.,Afternoon,Oct,Thu
819,"Wednesday, October 12, 2022",Vadapav,Fastfood,20,10,200,Cash,Mr.,Evening,Oct,Wed
852,"Thursday, May 5, 2022",Sugarcane juice,Beverages,25,8,200,Online,Mr.,Night,May,Thu
860,"Saturday, July 16, 2022",Cold coffee,Beverages,40,5,200,Cash,Mr.,Night,Jul,Sat
861,"Tuesday, January 24, 2023",Sugarcane juice,Beverages,25,8,200,Cash,Mrs.,Night,Jan,Tue
870,"Monday, October 31, 2022",Cold coffee,Beverages,40,5,200,Online,Mrs.,Afternoon,Oct,Mon
889,"Tuesday, April 12, 2022",Vadapav,Fastfood,20,10,200,Online,Mr.,Midnight,Apr,Tue
902,"Wednesday, November 23, 2022",Frankie,Fastfood,50,4,200,Online,Mr.,Afternoon,Nov,Wed
925,"Sunday, April 10, 2022",Frankie,Fastfood,50,4,200,Online,Mrs.,Afternoon,Apr,Sun
990,"Thursday, November 24, 2022",Vadapav,Fastfood,20,10,200,Online,Mrs.,Morning,Nov,Thu
13,"Thursday, December 22, 2022",Panipuri,Fastfood,20,9,180,Online,Mrs.,Afternoon,Dec,Thu
23,"Thursday, May 26, 2022",Sandwich,Fastfood,60,3,180,Online,Mr.,Midnight,May,Thu
67,"Sunday, May 15, 2022",Aalopuri,Fastfood,20,9,180,Cash,Mr.,Midnight,May,Sun
76,"Wednesday, August 17, 2022",Vadapav,Fastfood,20,9,180,Online,Mr.,Morning,Aug,Wed
196,"Saturday, June 25, 2022",Sandwich,Fastfood,60,3,180,Cash,Mr.,Evening,Jun,Sat
202,"Wednesday, September 21, 2022",Aalopuri,Fastfood,20,9,180,Cash,Mr.,Afternoon,Sep,Wed
216,"Tuesday, March 7, 2023",Panipuri,Fastfood,20,9,180,Cash,Mrs.,Afternoon,Mar,Tue
219,"Saturday, October 1, 2022",Aalopuri,Fastfood,20,9,180,Cash,Mrs.,Evening,Oct,Sat
281,"Tuesday, August 9, 2022",Sandwich,Fastfood,60,3,180,Cash,Mrs.,Afternoon,Aug,Tue
395,"Tuesday, January 31, 2023",Sandwich,Fastfood,60,3,180,Cash,Mrs.,Evening,Jan,Tue
399,"Friday, June 24, 2022",Panipuri,Fastfood,20,9,180,Cash,Mrs.,Evening,Jun,Fri
409,"Thursday, September 15, 2022",Aalopuri,Fastfood,20,9,180,Cash,Mrs.,Morning,Sep,Thu
483,"Wednesday, April 27, 2022",Panipuri,Fastfood,20,9,180,Cash,Mrs.,Morning,Apr,Wed
556,"Monday, February 27, 2023",Vadapav,Fastfood,20,9,180,Cash,Mrs.,Night,Feb,Mon
607,"Thursday, December 15, 2022",Vadapav,Fastfood,20,9,180,Cash,Mrs.,Afternoon,Dec,Thu
632,"Friday, October 28, 2022",Panipuri,Fastfood,20,9,180,Online,Mrs.,Night,Oct,Fri
654,"Saturday, March 4, 2023",Vadapav,Fastfood,20,9,180,Cash,Mrs.,Morning,Mar,Sat
666,"Wednesday, January 25, 2023",Panipuri,Fastfood,20,9,180,Cash,Mr.,Evening,Jan,Wed
690,"Wednesday, October 5, 2022",Vadapav,Fastfood,20,9,180,Cash,Mrs.,Night,Oct,Wed
716,"Saturday, December 3, 2022",Panipuri,Fastfood,20,9,180,Cash,Mrs.,Midnight,Dec,Sat
740,"Saturday, July 30, 2022",Aalopuri,Fastfood,20,9,180,Cash,Mr.,Midnight,Jul,Sat
761,"Saturday, November 12, 2022",Sandwich,Fastfood,60,3,180,Cash,Mrs.,Midnight,Nov,Sat
795,"Tuesday, January 10, 2023",Vadapav,Fastfood,20,9,180,Cash,Mr.,Evening,Jan,Tue
841,"Friday, February 3, 2023",Vadapav,Fastfood,20,9,180,Cash,Mr.,Night,Feb,Fri
869,"Sunday, June 26, 2022",Panipuri,Fastfood,20,9,180,Online,Mr.,Midnight,Jun,Sun
882,"Saturday, April 23, 2022",Panipuri,Fastfood,20,9,180,Online,Mr.,Morning,Apr,Sat
980,"Monday, June 20, 2022",Vadapav,Fastfood,20,9,180,Online,Mr.,Morning,Jun,Mon
130,"Wednesday, December 28, 2022",Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Night,Dec,Wed
164,"Wednesday, August 10, 2022",Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon,Aug,Wed
215,"Saturday, December 10, 2022",Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Morning,Dec,Sat
320,"Saturday, March 18, 2023",Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Afternoon,Mar,Sat
442,"Monday, August 22, 2022",Sugarcane juice,Beverages,25,7,175,Online,Mrs.,Night,Aug,Mon
528,"Friday, July 1, 2022",Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Midnight,Jul,Fri
536,"Wednesday, March 1, 2023",Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Evening,Mar,Wed
551,"Saturday, July 30, 2022",Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Evening,Jul,Sat
592,"Sunday, December 4, 2022",Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Morning,Dec,Sun
788,"Saturday, August 13, 2022",Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon,Aug,Sat
789,"Wednesday, August 3, 2022",Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Morning,Aug,Wed
835,"Tuesday, September 27, 2022",Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon,Sep,Tue
892,"Thursday, July 14, 2022",Sugarcane juice,Beverages,25,7,175,Online,Mrs.,Evening,Jul,Thu
955,"Friday, January 27, 2023",Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon,Jan,Fri
12,"Tuesday, July 12, 2022",Vadapav,Fastfood,20,8,160,Online,Mrs.,Night,Jul,Tue
35,"Sunday, May 22, 2022",Vadapav,Fastfood,20,8,160,Cash,Mr.,Morning,May,Sun
42,"Monday, May 9, 2022",Aalopuri,Fastfood,20,8,160,Online,Mrs.,Night,May,Mon
50,"Wednesday, November 2, 2022",Vadapav,Fastfood,20,8,160,Cash,Mrs.,Midnight,Nov,Wed
87,"Sunday, May 29, 2022",Aalopuri,Fastfood,20,8,160,Cash,Mr.,Night,May,Sun
105,"Wednesday, January 25, 2023",Panipuri,Fastfood,20,8,160,Cash,Mrs.,Evening,Jan,Wed
113,"Monday, December 12, 2022",Aalopuri,Fastfood,20,8,160,Cash,Mr.,Afternoon,Dec,Mon
135,"Saturday, January 14, 2023",Aalopuri,Fastfood,20,8,160,Online,Mr.,Midnight,Jan,Sat
201,"Thursday, June 30, 2022",Panipuri,Fastfood,20,8,160,Cash,Mr.,Morning,Jun,Thu
228,"Saturday, November 5, 2022",Panipuri,Fastfood,20,8,160,Online,Mr.,Night,Nov,Sat
242,"Friday, December 23, 2022",Cold coffee,Beverages,40,4,160,Online,Mrs.,Midnight,Dec,Fri
252,"Sunday, March 26, 2023",Vadapav,Fastfood,20,8,160,Online,Mr.,Midnight,Mar,Sun
293,"Thursday, April 21, 2022",Panipuri,Fastfood,20,8,160,Online,Mrs.,Morning,Apr,Thu
300,"Monday, June 27, 2022",Aalopuri,Fastfood,20,8,160,Cash,Mr.,Afternoon,Jun,Mon
307,"Monday, February 13, 2023",Vadapav,Fastfood,20,8,160,Cash,Mr.,Evening,Feb,Mon
330,"Thursday, September 22, 2022",Panipuri,Fastfood,20,8,160,Cash,Mr.,Morning,Sep,Thu
334,"Monday, April 4, 2022",Cold coffee,Beverages,40,4,160,Cash,Mrs.,Evening,Apr,Mon
340,"Thursday, June 2, 2022",Cold coffee,Beverages,40,4,160,Cash,Mrs.,Evening,Jun,Thu
355,"Wednesday, March 15, 2023",Cold coffee,Beverages,40,4,160,Online,Mr.,Midnight,Mar,Wed
406,"Thursday, October 13, 2022",Cold coffee,Beverages,40,4,160,Online,Mrs.,Afternoon,Oct,Thu
415,"Monday, December 5, 2022",Vadapav,Fastfood,20,8,160,Online,Mr.,Evening,Dec,Mon
470,"Thursday, September 29, 2022",Vadapav,Fastfood,20,8,160,Cash,Mrs.,Morning,Sep,Thu
680,"Wednesday, April 20, 2022",Cold coffee,Beverages,40,4,160,Cash,Mr.,Night,Apr,Wed
770,"Wednesday, February 22, 2023",Aalopuri,Fastfood,20,8,160,Cash,Mrs.,Morning,Feb,Wed
783,"Friday, April 29, 2022",Aalopuri,Fastfood,20,8,160,Cash,Mr.,Morning,Apr,Fri
784,"Saturday, July 9, 2022",Vadapav,Fastfood,20,8,160,Cash,Mrs.,Morning,Jul,Sat
874,"Monday, May 9, 2022",Cold coffee,Beverages,40,4,160,Cash,Mr.,Midnight,May,Mon
888,"Monday, September 5, 2022",Vadapav,Fastfood,20,8,160,Cash,Mr.,Evening,Sep,Mon
907,"Wednesday, October 19, 2022",Cold coffee,Beverages,40,4,160,Cash,Mrs.,Midnight,Oct,Wed
919,"Tuesday, January 3, 2023",Vadapav,Fastfood,20,8,160,Online,Mrs.,Evening,Jan,Tue
934,"Monday, September 19, 2022",Cold coffee,Beverages,40,4,160,Cash,Mrs.,Afternoon,Sep,Mon
959,"Monday, November 28, 2022",Vadapav,Fastfood,20,8,160,Online,Mrs.,Midnight,Nov,Mon
4,"Friday, February 3, 2023",Sugarcane juice,Beverages,25,6,150,Online,Mr.,Night,Feb,Fri
45,"Monday, August 15, 2022",Sugarcane juice,Beverages,25,6,150,Cash,Mrs.,Afternoon,Aug,Mon
82,"Sunday, July 17, 2022",Frankie,Fastfood,50,3,150,Online,Mrs.,Evening,Jul,Sun
137,"Sunday, March 19, 2023",Sugarcane juice,Beverages,25,6,150,Cash,Mr.,Afternoon,Mar,Sun
172,"Saturday, August 27, 2022",Sugarcane juice,Beverages,25,6,150,Online,Mrs.,Night,Aug,Sat
247,"Monday, October 3, 2022",Sugarcane juice,Beverages,25,6,150,Cash,Mr.,Midnight,Oct,Mon
250,"Tuesday, November 15, 2022",Sugarcane juice,Beverages,25,6,150,Online,Mrs.,Midnight,Nov,Tue
276,"Friday, September 30, 2022",Sugarcane juice,Beverages,25,6,150,Cash,Mr.,Midnight,Sep,Fri
527,"Friday, January 6, 2023",Sugarcane juice,Beverages,25,6,150,Cash,Mrs.,Afternoon,Jan,Fri
566,"Tuesday, July 19, 2022",Frankie,Fastfood,50,3,150,Cash,Mr.,Evening,Jul,Tue
865,"Monday, January 23, 2023",Sugarcane juice,Beverages,25,6,150,Cash,Mrs.,Night,Jan,Mon
984,"Saturday, January 7, 2023",Frankie,Fastfood,50,3,150,Cash,Mr.,Afternoon,Jan,Sat
993,"Sunday, July 17, 2022",Frankie,Fastfood,50,3,150,Online,Mrs.,Night,Jul,Sun
46,"Saturday, May 7, 2022",Vadapav,Fastfood,20,7,140,Cash,Mr.,Evening,May,Sat
69,"Tuesday, January 10, 2023",Vadapav,Fastfood,20,7,140,Cash,Mr.,Midnight,Jan,Tue
125,"Sunday, April 10, 2022",Vadapav,Fastfood,20,7,140,Cash,Mrs.,Midnight,Apr,Sun
147,"Tuesday, May 17, 2022",Panipuri,Fastfood,20,7,140,Online,Mr.,Evening,May,Tue
229,"Thursday, December 15, 2022",Panipuri,Fastfood,20,7,140,Cash,Mr.,Evening,Dec,Thu
255,"Saturday, April 30, 2022",Vadapav,Fastfood,20,7,140,Cash,Mrs.,Afternoon,Apr,Sat
289,"Monday, November 28, 2022",Aalopuri,Fastfood,20,7,140,Online,Mrs.,Midnight,Nov,Mon
290,"Tuesday, May 3, 2022",Panipuri,Fastfood,20,7,140,Cash,Mrs.,Morning,May,Tue
296,"Monday, February 6, 2023",Panipuri,Fastfood,20,7,140,Cash,Mrs.,Afternoon,Feb,Mon
301,"Saturday, January 28, 2023",Panipuri,Fastfood,20,7,140,Cash,Mr.,Night,Jan,Sat
329,"Tuesday, January 10, 2023",Panipuri,Fastfood,20,7,140,Online,Mrs.,Afternoon,Jan,Tue
342,"Saturday, March 11, 2023",Vadapav,Fastfood,20,7,140,Online,Mr.,Afternoon,Mar,Sat
383,"Friday, May 6, 2022",Aalopuri,Fastfood,20,7,140,Online,Mrs.,Morning,May,Fri
440,"Monday, November 28, 2022",Aalopuri,Fastfood,20,7,140,Cash,Mr.,Afternoon,Nov,Mon
471,"Monday, February 13, 2023",Panipuri,Fastfood,20,7,140,Cash,Mrs.,Afternoon,Feb,Mon
538,"Sunday, June 5, 2022",Panipuri,Fastfood,20,7,140,Online,Mr.,Morning,Jun,Sun
637,"Saturday, May 14, 2022",Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight,May,Sat
732,"Monday, June 13, 2022",Panipuri,Fastfood,20,7,140,Cash,Mrs.,Midnight,Jun,Mon
801,"Thursday, April 28, 2022",Aalopuri,Fastfood,20,7,140,Cash,Mrs.,Evening,Apr,Thu
837,"Thursday, May 19, 2022",Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight,May,Thu
899,"Tuesday, January 24, 2023",Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight,Jan,Tue
901,"Saturday, December 24, 2022",Vadapav,Fastfood,20,7,140,Online,Mrs.,Morning,Dec,Sat
179,"Friday, March 3, 2023",Sugarcane juice,Beverages,25,5,125,Cash,Mrs.,Midnight,Mar,Fri
183,"Sunday, July 10, 2022",Sugarcane juice,Beverages,25,5,125,Cash,Mrs.,Midnight,Jul,Sun
343,"Wednesday, January 18, 2023",Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Afternoon,Jan,Wed
390,"Saturday, June 18, 2022",Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Midnight,Jun,Sat
461,"Friday, July 22, 2022",Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Midnight,Jul,Fri
697,"Thursday, May 5, 2022",Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Midnight,May,Thu
746,"Friday, August 5, 2022",Sugarcane juice,Beverages,25,5,125,Online,Mrs.,Midnight,Aug,Fri
794,"Sunday, October 2, 2022",Sugarcane juice,Beverages,25,5,125,Online,Mr.,Afternoon,Oct,Sun
880,"Saturday, June 25, 2022",Sugarcane juice,Beverages,25,5,125,Cash,Mrs.,Morning,Jun,Sat
890,"Friday, March 3, 2023",Sugarcane juice,Beverages,25,5,125,Cash,Mrs.,Morning,Mar,Fri
58,"Friday, February 3, 2023",Vadapav,Fastfood,20,6,120,Online,Mrs.,Morning,Feb,Fri
79,"Saturday, November 5, 2022",Panipuri,Fastfood,20,6,120,Online,Mr.,Night,Nov,Sat
166,"Wednesday, June 1, 2022",Panipuri,Fastfood,20,6,120,Cash,Mrs.,Evening,Jun,Wed
169,"Monday, June 20, 2022",Vadapav,Fastfood,20,6,120,Cash,Mr.,Morning,Jun,Mon
170,"Monday, February 13, 2023",Aalopuri,Fastfood,20,6,120,Cash,Mrs.,Afternoon,Feb,Mon
180,"Thursday, December 1, 2022",Vadapav,Fastfood,20,6,120,Online,Mrs.,Afternoon,Dec,Thu
203,"Monday, April 11, 2022",Vadapav,Fastfood,20,6,120,Online,Mrs.,Midnight,Apr,Mon
265,"Monday, August 15, 2022",Vadapav,Fastfood,20,6,120,Cash,Mr.,Midnight,Aug,Mon
286,"Wednesday, December 14, 2022",Vadapav,Fastfood,20,6,120,Cash,Mr.,Night,Dec,Wed
358,"Thursday, October 27, 2022",Aalopuri,Fastfood,20,6,120,Cash,Mr.,Night,Oct,Thu
367,"Wednesday, August 10, 2022",Panipuri,Fastfood,20,6,120,Cash,Mr.,Afternoon,Aug,Wed
369,"Sunday, July 3, 2022",Sandwich,Fastfood,60,2,120,Online,Mrs.,Evening,Jul,Sun
398,"Friday, January 13, 2023",Panipuri,Fastfood,20,6,120,Online,Mr.,Evening,Jan,Fri
403,"Sunday, September 25, 2022",Cold coffee,Beverages,40,3,120,Online,Mrs.,Midnight,Sep,Sun
427,"Saturday, May 21, 2022",Sandwich,Fastfood,60,2,120,Online,Mr.,Afternoon,May,Sat
429,"Monday, September 19, 2022",Cold coffee,Beverages,40,3,120,Online,Mr.,Night,Sep,Mon
431,"Thursday, March 16, 2023",Panipuri,Fastfood,20,6,120,Online,Mr.,Evening,Mar,Thu
432,"Monday, March 27, 2023",Panipuri,Fastfood,20,6,120,Online,Mr.,Afternoon,Mar,Mon
448,"Wednesday, July 27, 2022",Vadapav,Fastfood,20,6,120,Cash,Mrs.,Evening,Jul,Wed
466,"Wednesday, January 11, 2023",Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening,Jan,Wed
485,"Sunday, February 26, 2023",Aalopuri,Fastfood,20,6,120,Cash,Mrs.,Midnight,Feb,Sun
486,"Tuesday, February 14, 2023",Vadapav,Fastfood,20,6,120,Cash,Mrs.,Midnight,Feb,Tue
518,"Friday, December 9, 2022",Aalopuri,Fastfood,20,6,120,Cash,Mrs.,Morning,Dec,Fri
530,"Wednesday, July 27, 2022",Panipuri,Fastfood,20,6,120,Cash,Mrs.,Night,Jul,Wed
557,"Thursday, June 30, 2022",Sandwich,Fastfood,60,2,120,Cash,Mrs.,Evening,Jun,Thu
600,"Saturday, December 24, 2022",Panipuri,Fastfood,20,6,120,Cash,Mrs.,Morning,Dec,Sat
616,"Friday, July 15, 2022",Vadapav,Fastfood,20,6,120,Online,Mrs.,Midnight,Jul,Fri
633,"Tuesday, May 24, 2022",Cold coffee,Beverages,40,3,120,Online,Mr.,Evening,May,Tue
